Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Bathroom,Car,Landsize,CouncilArea,Lattitude,Longtitude,Regionname,Propertycount,month
St Albans,3,t,600000.0,S,Barry,2018-10-02,14.0,1,2,286.92402148887186,Brimbank City Council,,,Western Metropolitan,14042.0,10
St Albans,4,u,540000.0,PI,People,2018-10-02,14.0,2,1,477.8968565815324,Brimbank City Council,,,Western Metropolitan,14042.0,10
St Albans,2,u,440000.0,VB,People,2018-10-02,14.0,1,1,477.8968565815324,Brimbank City Council,,,Western Metropolitan,14042.0,10
St Kilda,1,u,290000.0,VB,Woodards,2018-10-02,5.0,1,1,477.8968565815324,Port Phillip City Council,,,Southern Metropolitan,13240.0,10
St Kilda,1,u,460000.0,S,McGrath,2018-10-02,5.0,1,1,477.8968565815324,Port Phillip City Council,,,Southern Metropolitan,13240.0,10
St Kilda,2,u,540000.0,PI,McGrath,2018-10-02,5.0,1,1,477.8968565815324,Port Phillip City Council,,,Southern Metropolitan,13240.0,10
St Kilda,2,u,742250.0,S,Pride,2018-10-02,5.0,1,1,477.8968565815324,Port Phillip City Council,,,Southern Metropolitan,13240.0,10
St Kilda,1,u,453000.0,S,Marshall,2018-10-02,5.0,1,1,477.8968565815324,Port Phillip City Council,,,Southern Metropolitan,13240.0,10
Strathmore,3,t,917000.0,S,Hodges,2018-10-02,8.2,2,3,286.92402148887186,Moonee Valley City Council,-37.72996,144.91949,Western Metropolitan,3284.0,10
Sunbury,4,h,610000.0,SP,Barry,2018-10-02,31.7,2,2,641.0,Hume City Council,-37.5732,144.71182,Western Metropolitan,14092.0,10
Sunbury,4,h,500500.0,S,YPA,2018-10-02,31.7,2,2,560.0,Hume City Council,-37.57868,144.75467,Western Metropolitan,14092.0,10
Sunbury,3,h,530000.0,S,YPA,2018-10-02,31.7,1,2,721.0,Hume City Council,-37.58363,144.73067,Western Metropolitan,14092.0,10
Sunbury,3,h,570000.0,SP,Raine,2018-10-02,31.7,2,2,648.7162568807339,Hume City Council,-37.56707,144.71653,Western Metropolitan,14092.0,10
Sunshine,3,h,781000.0,S,hockingstuart,2018-10-02,10.5,1,4,650.0,Brimbank City Council,-37.79585,144.82296000000002,Western Metropolitan,3755.0,10
Surrey Hills,3,u,1010000.0,VB,hockingstuart,2018-10-02,10.2,1,1,477.8968565815324,Boroondara City Council,,,Southern Metropolitan,5457.0,10
Tarneit,3,h,516000.0,S,hockingstuart,2018-10-02,18.4,2,2,351.0,Wyndham City Council,-37.85303,144.66346000000001,Western Metropolitan,10160.0,10
Tarneit,4,h,648000.0,S,hockingstuart,2018-10-02,18.4,2,2,648.7162568807339,Wyndham City Council,-37.84215,144.68783,Western Metropolitan,10160.0,10
Taylors Hill,4,h,735000.0,S,Barry,2018-10-02,18.0,2,2,596.0,Melton City Council,-37.70715,144.75963000000002,Western Metropolitan,4242.0,10
Taylors Lakes,3,h,670000.0,S,Barry,2018-10-02,15.5,2,2,648.7162568807339,Brimbank City Council,-37.70939,144.79836,Western Metropolitan,5336.0,10
Taylors Lakes,4,h,650000.0,PI,Barry,2018-10-02,15.5,2,2,648.7162568807339,Brimbank City Council,-37.71306,144.80927,Western Metropolitan,5336.0,10
Templestowe Lower,4,h,1150000.0,SP,Ray,2018-10-02,12.4,2,0,754.0,Manningham City Council,-37.756159999999994,145.10615,Eastern Metropolitan,5420.0,10
Templestowe Lower,4,h,1410000.0,PI,Fletchers,2018-10-02,12.4,3,2,735.0,Manningham City Council,-37.7729,145.1228,Eastern Metropolitan,5420.0,10
Templestowe Lower,5,h,1500000.0,PI,Barry,2018-10-02,12.4,3,2,648.7162568807339,Manningham City Council,,,Eastern Metropolitan,5420.0,10
Thomastown,4,h,600000.0,PI,HAR,2018-10-02,15.3,1,5,581.0,Whittlesea City Council,-37.67888,144.98909,Northern Metropolitan,7955.0,10
Thornbury,2,t,585000.0,S,Moonee,2018-10-02,7.0,1,1,286.92402148887186,Darebin City Council,-37.761309999999995,145.02607,Northern Metropolitan,8870.0,10
Thornbury,4,h,1850000.0,S,Nelson,2018-10-02,7.0,1,4,746.0,Darebin City Council,-37.75715,145.00692,Northern Metropolitan,8870.0,10
Thornbury,2,h,1225000.0,SP,Nelson,2018-10-02,7.0,1,2,648.7162568807339,Darebin City Council,-37.756879999999995,145.00693,Northern Metropolitan,8870.0,10
Truganina,4,h,612500.0,S,Wyndham,2018-10-02,18.4,2,2,350.0,Melton City Council,-37.85099,144.73935,Western Metropolitan,5811.0,10
Truganina,4,h,607000.0,SP,Barry,2018-10-02,18.4,2,2,350.0,Melton City Council,-37.844770000000004,144.73443999999998,Western Metropolitan,5811.0,10
Truganina,4,h,611000.0,S,One,2018-10-02,18.4,2,2,510.0,Melton City Council,-37.84588,144.71585,Western Metropolitan,5811.0,10
Truganina,3,h,557500.0,S,Ray,2018-10-02,18.4,2,2,560.0,Melton City Council,-37.84391,144.7258,Western Metropolitan,5811.0,10
Tullamarine,4,h,680000.0,S,YPA,2018-10-02,12.9,2,1,534.0,Brimbank City Council,-37.694340000000004,144.88226,Western Metropolitan,3296.0,10
Upwey,5,h,1075000.0,S,Stockdale,2018-10-02,29.3,2,3,1993.0,Yarra Ranges Shire Council,-37.9075,145.3198,Eastern Victoria,2591.0,10
Viewbank,3,u,740000.0,S,Jellis,2018-10-02,8.9,1,1,477.8968565815324,Banyule City Council,,,Eastern Metropolitan,2698.0,10
Wallan,5,h,920000.0,S,LJ,2018-10-02,44.2,3,2,648.7162568807339,Mitchell Shire Council,,,Northern Victoria,3988.0,10
Wantirna South,5,h,1371000.0,S,Barry,2018-10-02,14.7,2,2,911.0,Knox City Council,-37.86148,145.2445,Eastern Metropolitan,7082.0,10
Wantirna South,3,h,940000.0,PI,Harcourts,2018-10-02,14.7,1,2,720.0,Knox City Council,-37.85964,145.24186,Eastern Metropolitan,7082.0,10
Werribee,3,h,479000.0,S,Greg,2018-10-02,14.7,2,2,648.7162568807339,Wyndham City Council,-37.90825,144.68761,Western Metropolitan,16166.0,10
Werribee,3,h,470000.0,VB,YPA,2018-10-02,14.7,1,2,560.0,Wyndham City Council,-37.91492,144.66867,Western Metropolitan,16166.0,10
Werribee,3,h,390000.0,S,Ray,2018-10-02,14.7,1,2,648.7162568807339,Wyndham City Council,,,Western Metropolitan,16166.0,10
Werribee,4,h,580000.0,S,Wyndham,2018-10-02,14.7,2,2,294.0,Wyndham City Council,-37.903040000000004,144.61191000000002,Western Metropolitan,16166.0,10
Wheelers Hill,4,h,1580000.0,SP,Barry,2018-10-02,16.7,2,2,855.0,Monash City Council,-37.90426,145.18722,South-Eastern Metropolitan,7392.0,10
Williams Landing,3,t,475000.0,S,Ace,2018-10-02,17.6,2,2,222.0,Wyndham City Council,-37.85682,144.73773,Western Metropolitan,1999.0,10
Williamstown,3,h,1245000.0,SP,Williams,2018-10-02,6.8,2,2,648.7162568807339,Hobsons Bay City Council,-37.86272,144.90051,Western Metropolitan,6380.0,10
Williamstown North,3,h,1000000.0,PI,Williams,2018-10-02,6.8,2,4,517.0,Hobsons Bay City Council,-37.85326,144.87411,Western Metropolitan,802.0,10
Wollert,4,h,620000.0,S,LJH,2018-10-02,25.5,2,2,391.0,Whittlesea City Council,-37.61005,145.0413,Northern Metropolitan,2940.0,10
Wollert,4,h,615000.0,S,hockingstuart,2018-10-02,25.5,2,2,384.0,Whittlesea City Council,-37.61762,145.02768,Northern Metropolitan,2940.0,10
Yarraville,4,h,1110000.0,SP,Village,2018-10-02,6.3,2,2,648.7162568807339,Maribyrnong City Council,,,Western Metropolitan,6543.0,10
Airport West,5,h,1025000.0,VB,Jellis,2018-01-20,10.4,2,3,764.0,Moonee Valley City Council,-37.72282,144.88373,Western Metropolitan,3464.0,1
Dandenong North,3,h,631000.0,S,McLennan,2018-01-20,24.7,1,1,557.0,Greater Dandenong City Council,-37.96877,145.22082,South-Eastern Metropolitan,8322.0,1
Kew,2,u,515000.0,VB,Jellis,2018-01-20,5.4,1,1,477.8968565815324,Boroondara City Council,,,Southern Metropolitan,10331.0,1
Kilsyth,3,h,650000.0,SP,McGrath,2018-01-20,26.0,1,1,623.0,Maroondah City Council,-37.804159999999996,145.30733999999998,Eastern Metropolitan,4654.0,1
Knoxfield,5,h,935000.0,S,Ray,2018-01-20,23.3,3,2,528.0,Knox City Council,-37.87515,145.25241,Eastern Metropolitan,2949.0,1
Melton South,2,h,300000.0,VB,PRDNationwide,2018-01-20,29.8,1,2,648.7162568807339,Melton City Council,,,Western Victoria,4718.0,1
Mount Waverley,4,t,1200800.0,SP,Ray,2018-01-20,14.2,2,2,286.92402148887186,Monash City Council,,,Eastern Metropolitan,13366.0,1
Ringwood East,3,u,700000.0,SP,Real,2018-01-20,21.3,1,1,477.8968565815324,Maroondah City Council,,,Eastern Metropolitan,4407.0,1
Rosanna,4,h,1180000.0,SP,Fletchers,2018-01-20,8.9,2,2,628.0,Banyule City Council,-37.73675,145.06888999999998,Eastern Metropolitan,3540.0,1
Seaford,3,h,760000.0,SP,Mitchell,2018-01-20,35.4,1,1,671.0,Frankston City Council,-38.10309,145.13228,South-Eastern Metropolitan,8077.0,1
Wallan,3,h,430000.0,SP,Barry,2018-01-20,44.2,2,2,683.0,Mitchell Shire Council,-37.41953,144.98206000000002,Northern Victoria,3988.0,1
Wantirna,4,h,975000.0,SP,Harcourts,2018-01-20,14.7,2,2,642.0,Knox City Council,-37.85474,145.24076000000002,Eastern Metropolitan,5424.0,1
Albion,2,t,500000.0,PI,Biggin,2018-01-27,10.5,1,2,286.92402148887186,Brimbank City Council,,,Western Metropolitan,2185.0,1
Ardeer,3,h,620000.0,S,Create,2018-01-27,12.8,1,2,697.0,Brimbank City Council,-37.77459,144.7983,Western Metropolitan,1281.0,1
Craigieburn,3,h,558800.0,SP,RE,2018-01-27,20.6,1,2,648.7162568807339,Hume City Council,,,Northern Metropolitan,15510.0,1
Epping,4,h,775000.0,S,Ray,2018-01-27,19.6,2,2,617.0,Whittlesea City Council,-37.62702,145.02508,Northern Metropolitan,10926.0,1
Ferntree Gully,3,h,900000.0,S,Biggin,2018-01-27,24.8,1,2,1309.0,Knox City Council,-37.88221,145.27804,Eastern Metropolitan,10788.0,1
Frankston,3,h,625000.0,SA,O'Brien,2018-01-27,38.0,1,1,616.0,Frankston City Council,-38.14541,145.14711,South-Eastern Metropolitan,17055.0,1
Hoppers Crossing,4,h,610500.0,S,Barry,2018-01-27,18.4,2,2,648.7162568807339,Wyndham City Council,-37.854279999999996,144.70592,Western Metropolitan,13830.0,1
Noble Park,2,u,510000.0,S,Area,2018-01-27,22.7,1,1,477.8968565815324,Greater Dandenong City Council,-37.960190000000004,145.17573000000002,South-Eastern Metropolitan,11806.0,1
Surrey Hills,3,h,1550000.0,PI,Fletchers,2018-01-27,10.2,2,2,307.0,Boroondara City Council,-37.82159,145.09521,Southern Metropolitan,5457.0,1
Wheelers Hill,4,h,1077000.0,S,Ray,2018-01-27,16.7,2,2,697.0,Monash City Council,-37.891940000000005,145.18993999999998,South-Eastern Metropolitan,7392.0,1
Yarraville,1,u,469999.0,SP,Biggin,2018-01-27,6.3,1,1,477.8968565815324,Maribyrnong City Council,,,Western Metropolitan,6543.0,1
Airport West,3,h,890000.0,SP,Nelson,2018-03-03,10.4,2,1,306.0,Moonee Valley City Council,-37.71716,144.8837,Western Metropolitan,3464.0,3
Airport West,3,h,975000.0,S,Nelson,2018-03-03,10.4,2,1,303.0,Moonee Valley City Council,-37.73174,144.88086,Western Metropolitan,3464.0,3
Airport West,3,t,891000.0,S,Nelson,2018-03-03,10.4,2,2,314.0,Moonee Valley City Council,-37.71968,144.87756000000002,Western Metropolitan,3464.0,3
Airport West,2,u,700000.0,SP,Barry,2018-03-03,10.4,1,1,477.8968565815324,Moonee Valley City Council,,,Western Metropolitan,3464.0,3
Albert Park,3,h,1650000.0,S,The,2018-03-03,3.0,2,0,134.0,Port Phillip City Council,-37.84937,144.95414,Southern Metropolitan,3280.0,3
Alphington,4,h,1480000.0,SP,Jellis,2018-03-03,5.7,1,2,574.0,Darebin City Council,-37.782920000000004,145.0206,Northern Metropolitan,2211.0,3
Alphington,4,h,2420000.0,PI,Nelson,2018-03-03,5.7,2,3,1134.0,Darebin City Council,-37.78598,145.03305,Northern Metropolitan,2211.0,3
Altona,3,h,1815000.0,S,Williams,2018-03-03,11.0,2,2,690.0,Hobsons Bay City Council,-37.87025,144.83385,Western Metropolitan,5301.0,3
Altona Meadows,3,h,600000.0,S,Burnham,2018-03-03,15.5,2,1,479.0,Hobsons Bay City Council,-37.87502,144.77956,Western Metropolitan,7630.0,3
Altona North,3,h,700000.0,SP,hockingstuart,2018-03-03,9.4,1,2,441.0,Hobsons Bay City Council,-37.8454,144.84711000000001,Western Metropolitan,5132.0,3
Ardeer,4,h,624000.0,S,Barry,2018-03-03,12.8,1,4,601.0,Brimbank City Council,-37.77881,144.80431000000002,Western Metropolitan,1281.0,3
Armadale,2,u,775000.0,S,hockingstuart,2018-03-03,6.3,1,1,477.8968565815324,Stonnington City Council,,,Southern Metropolitan,4836.0,3
Armadale,1,u,561500.0,S,hockingstuart,2018-03-03,6.3,1,1,477.8968565815324,Stonnington City Council,,,Southern Metropolitan,4836.0,3
Armadale,1,u,401000.0,S,hockingstuart,2018-03-03,6.3,1,1,477.8968565815324,Stonnington City Council,,,Southern Metropolitan,4836.0,3
Ascot Vale,3,h,1050000.0,VB,Nelson,2018-03-03,4.3,1,1,272.0,Moonee Valley City Council,-37.77202,144.90731,Western Metropolitan,6567.0,3
Ashburton,5,h,2850500.0,S,Jellis,2018-03-03,10.2,2,2,697.0,Boroondara City Council,-37.871320000000004,145.07267,Southern Metropolitan,3052.0,3
Ashburton,4,h,1400000.0,VB,hockingstuart,2018-03-03,10.2,2,2,666.0,Boroondara City Council,-37.86448,145.09009,Southern Metropolitan,3052.0,3
Aspendale,3,t,1095000.0,S,Buxton,2018-03-03,21.5,2,1,284.0,Kingston City Council,-38.016459999999995,145.09967,South-Eastern Metropolitan,2824.0,3
Aspendale Gardens,3,h,1015000.0,S,Ray,2018-03-03,21.5,2,2,633.0,Kingston City Council,-38.02454,145.1156,South-Eastern Metropolitan,2243.0,3
Avondale Heights,3,h,904000.0,S,Moonee,2018-03-03,9.5,1,2,604.0,Moonee Valley City Council,-37.76978,144.86273,Western Metropolitan,4502.0,3
Avondale Heights,3,h,680000.0,S,Moonee,2018-03-03,9.5,2,1,321.0,Moonee Valley City Council,-37.76658,144.85873999999998,Western Metropolitan,4502.0,3
Avondale Heights,3,h,725000.0,S,Harcourts,2018-03-03,9.5,1,1,581.0,Moonee Valley City Council,-37.76038,144.85798,Western Metropolitan,4502.0,3
Balaclava,2,u,652000.0,SP,McGrath,2018-03-03,6.4,1,1,477.8968565815324,Port Phillip City Council,,,Southern Metropolitan,2952.0,3
Balwyn,5,h,2800000.0,PI,hockingstuart,2018-03-03,7.9,2,2,1105.0,Boroondara City Council,-37.8092,145.10298999999998,Southern Metropolitan,5682.0,3
Balwyn,5,h,2360000.0,PI,Fletchers,2018-03-03,7.9,2,3,678.0,Boroondara City Council,-37.80596,145.0694,Southern Metropolitan,5682.0,3
Balwyn,5,h,4000000.0,PI,Jellis,2018-03-03,7.9,3,3,1527.0,Boroondara City Council,-37.81191,145.09783000000002,Southern Metropolitan,5682.0,3
Balwyn,4,h,2140000.0,S,Jellis,2018-03-03,7.9,2,3,525.0,Boroondara City Council,-37.81705,145.08319,Southern Metropolitan,5682.0,3
Balwyn,3,u,1600000.0,VB,Fletchers,2018-03-03,7.9,1,1,477.8968565815324,Boroondara City Council,,,Southern Metropolitan,5682.0,3
Balwyn North,4,t,1250000.0,VB,hockingstuart,2018-03-03,9.7,2,2,286.92402148887186,Boroondara City Council,,,Southern Metropolitan,7809.0,3
Balwyn North,4,t,1190000.0,VB,Bekdon,2018-03-03,9.7,2,2,260.0,Boroondara City Council,-37.79589,145.09988,Southern Metropolitan,7809.0,3
Balwyn North,5,h,1510000.0,PI,Fletchers,2018-03-03,9.7,1,2,760.0,Boroondara City Council,-37.79063,145.09677,Southern Metropolitan,7809.0,3
Balwyn North,4,h,2255000.0,PI,Fletchers,2018-03-03,9.7,2,2,576.0,Boroondara City Council,-37.7864,145.09216,Southern Metropolitan,7809.0,3
Balwyn North,4,h,1905000.0,PI,Noel,2018-03-03,9.7,2,2,823.0,Boroondara City Council,-37.790209999999995,145.06673999999998,Southern Metropolitan,7809.0,3
Beaumaris,4,t,1820000.0,SP,Chisholm,2018-03-03,17.3,2,3,353.0,Bayside City Council,-37.9904,145.03871,Southern Metropolitan,5366.0,3
Beaumaris,4,h,1645000.0,S,Bayside,2018-03-03,17.3,2,2,646.0,Bayside City Council,-37.975590000000004,145.04546000000002,Southern Metropolitan,5366.0,3
Beaumaris,3,h,1674000.0,S,hockingstuart,2018-03-03,17.3,1,2,759.0,Bayside City Council,-37.98376,145.04501000000002,Southern Metropolitan,5366.0,3
Beaumaris,4,h,1550000.0,S,Buxton,2018-03-03,17.3,2,2,700.0,Bayside City Council,-37.98075,145.03856000000002,Southern Metropolitan,5366.0,3
Beaumaris,3,h,3720000.0,S,Hodges,2018-03-03,17.3,1,2,1111.0,Bayside City Council,-37.98919,145.02976999999998,Southern Metropolitan,5366.0,3
Beaumaris,4,h,1880000.0,S,McGrath,2018-03-03,17.3,3,4,689.0,Bayside City Council,-37.98124,145.04465,Southern Metropolitan,5366.0,3
Bentleigh,4,h,1625000.0,SP,Janice,2018-03-03,11.4,2,2,654.0,Glen Eira City Council,-37.917559999999995,145.02587,Southern Metropolitan,6795.0,3
Bentleigh,4,h,1700000.0,VB,Buxton,2018-03-03,11.4,2,2,786.0,Glen Eira City Council,-37.9193,145.0385,Southern Metropolitan,6795.0,3
Bentleigh,3,h,1605000.0,S,Buxton,2018-03-03,11.4,1,2,787.0,Glen Eira City Council,-37.92459,145.04521,Southern Metropolitan,6795.0,3
Bentleigh,3,t,1350000.0,S,Buxton,2018-03-03,11.4,2,1,359.0,Glen Eira City Council,-37.92025,145.03482,Southern Metropolitan,6795.0,3
Bentleigh,2,t,920000.0,S,Buxton,2018-03-03,11.4,1,1,256.0,Glen Eira City Council,-37.930440000000004,145.04724,Southern Metropolitan,6795.0,3
Bentleigh,4,h,1300000.0,VB,hockingstuart,2018-03-03,11.4,2,1,587.0,Glen Eira City Council,-37.925940000000004,145.0433,Southern Metropolitan,6795.0,3
Bentleigh East,2,h,871000.0,S,Jellis,2018-03-03,13.8,1,2,648.7162568807339,Glen Eira City Council,,,Southern Metropolitan,10969.0,3
Bentleigh East,3,h,1260000.0,S,Thomson,2018-03-03,13.8,1,2,609.0,Glen Eira City Council,-37.92355,145.05562,Southern Metropolitan,10969.0,3
Bentleigh East,2,t,883000.0,S,Buxton,2018-03-03,13.8,2,1,190.0,Glen Eira City Council,-37.92438,145.05175,Southern Metropolitan,10969.0,3
Bentleigh East,3,h,1155000.0,S,Jellis,2018-03-03,13.8,1,2,584.0,Glen Eira City Council,-37.91745,145.07208,Southern Metropolitan,10969.0,3
Bentleigh East,4,t,1282000.0,S,Jellis,2018-03-03,13.8,3,2,354.0,Glen Eira City Council,-37.91372,145.07488,Southern Metropolitan,10969.0,3
Bentleigh East,3,h,1015000.0,S,Woodards,2018-03-03,13.8,2,4,564.0,Glen Eira City Council,-37.92699,145.08081,Southern Metropolitan,10969.0,3
Bentleigh East,3,h,1180000.0,S,Buxton,2018-03-03,13.8,1,2,666.0,Glen Eira City Council,-37.92498,145.06906999999998,Southern Metropolitan,10969.0,3
Bentleigh East,5,h,1669000.0,S,Jellis,2018-03-03,13.8,3,2,400.0,Glen Eira City Council,-37.91653,145.05705,Southern Metropolitan,10969.0,3
Bentleigh East,3,h,1146000.0,S,Buxton,2018-03-03,13.8,1,1,595.0,Glen Eira City Council,-37.92083,145.07083,Southern Metropolitan,10969.0,3
Bentleigh East,3,t,800000.0,PI,Buxton,2018-03-03,13.8,1,2,286.92402148887186,Glen Eira City Council,,,Southern Metropolitan,10969.0,3
Black Rock,3,t,950000.0,VB,Buxton,2018-03-03,17.3,1,2,286.92402148887186,Bayside City Council,,,Southern Metropolitan,2866.0,3
Black Rock,4,h,1980000.0,S,hockingstuart,2018-03-03,17.3,2,1,550.0,Bayside City Council,-37.97585,145.02455,Southern Metropolitan,2866.0,3
Blackburn,5,h,1670000.0,S,Jellis,2018-03-03,13.4,2,3,886.0,Whitehorse City Council,-37.82598,145.14717,Eastern Metropolitan,5713.0,3
Blackburn North,3,h,750000.0,PI,hockingstuart,2018-03-03,13.4,1,2,648.7162568807339,Whitehorse City Council,,,Eastern Metropolitan,2867.0,3
Blackburn North,4,h,1300000.0,SP,McGrath,2018-03-03,13.4,2,2,938.0,Whitehorse City Council,-37.80227,145.16073,Eastern Metropolitan,2867.0,3
Blackburn North,3,t,850000.0,VB,Fletchers,2018-03-03,13.4,2,2,210.0,Whitehorse City Council,-37.80912,145.14443,Eastern Metropolitan,2867.0,3
Blackburn South,4,h,1400000.0,VB,Jellis,2018-03-03,13.4,2,1,560.0,Whitehorse City Council,-37.83533,145.14455,Eastern Metropolitan,4387.0,3
Blackburn South,3,h,870000.0,VB,Fletchers,2018-03-03,13.4,1,1,542.0,Whitehorse City Council,-37.8442,145.155,Eastern Metropolitan,4387.0,3
Blackburn South,3,t,975000.0,VB,Noel,2018-03-03,13.4,1,2,286.92402148887186,Whitehorse City Council,,,Eastern Metropolitan,4387.0,3
Box Hill,4,h,2128888.0,S,Buxton,2018-03-03,10.9,3,2,686.0,Whitehorse City Council,-37.82346,145.12631000000002,Eastern Metropolitan,4605.0,3
Braybrook,3,h,801500.0,S,Bells,2018-03-03,8.6,1,1,603.0,Maribyrnong City Council,-37.78308,144.85297,Western Metropolitan,3589.0,3
Brighton,3,t,975000.0,VB,Marshall,2018-03-03,10.5,1,2,286.92402148887186,Bayside City Council,,,Southern Metropolitan,10579.0,3
Brighton,3,h,1925000.0,VB,Marshall,2018-03-03,10.5,2,2,545.0,Bayside City Council,-37.89085,144.99983,Southern Metropolitan,10579.0,3
Brighton,4,h,3590000.0,S,Nick,2018-03-03,10.5,3,2,839.0,Bayside City Council,-37.92093,145.00499,Southern Metropolitan,10579.0,3
Brighton,3,h,1826000.0,S,Jellis,2018-03-03,10.5,1,1,468.0,Bayside City Council,-37.887859999999996,144.99853000000002,Southern Metropolitan,10579.0,3
Brighton,2,h,1250000.0,VB,Marshall,2018-03-03,10.5,1,0,199.0,Bayside City Council,-37.90914,145.00477,Southern Metropolitan,10579.0,3
Brighton,4,h,2500000.0,S,Buxton,2018-03-03,10.5,2,2,564.0,Bayside City Council,-37.9065,145.00572,Southern Metropolitan,10579.0,3
Brighton,4,h,2300000.0,PI,Nick,2018-03-03,10.5,2,1,393.0,Bayside City Council,-37.908409999999996,145.00497,Southern Metropolitan,10579.0,3
Brighton,2,u,970000.0,SP,hockingstuart,2018-03-03,10.5,1,1,477.8968565815324,Bayside City Council,,,Southern Metropolitan,10579.0,3
Brighton East,4,h,1840000.0,S,Marshall,2018-03-03,10.3,2,2,612.0,Bayside City Council,-37.9076,145.02043,Southern Metropolitan,6938.0,3
Brighton East,4,h,1736000.0,S,Buxton,2018-03-03,10.3,2,2,604.0,Bayside City Council,-37.90684,145.01793,Southern Metropolitan,6938.0,3
Brighton East,3,h,1700000.0,S,Buxton,2018-03-03,10.3,1,2,632.0,Bayside City Council,-37.91751,145.02181000000002,Southern Metropolitan,6938.0,3
Brighton East,3,h,1850000.0,VB,Kay,2018-03-03,10.3,2,2,278.0,Bayside City Council,-37.923140000000004,145.01082,Southern Metropolitan,6938.0,3
Brighton East,4,h,2500000.0,S,Hodges,2018-03-03,10.3,2,2,598.0,Bayside City Council,-37.91908,145.01332,Southern Metropolitan,6938.0,3
Brighton East,4,h,2070000.0,PI,Marshall,2018-03-03,10.3,2,2,602.0,Bayside City Council,-37.92367,145.00993,Southern Metropolitan,6938.0,3
Brighton East,4,h,1555000.0,S,Buxton,2018-03-03,10.3,2,2,550.0,Bayside City Council,-37.90945,145.00988999999998,Southern Metropolitan,6938.0,3
Brighton East,5,h,2500000.0,VB,Marshall,2018-03-03,10.3,3,2,651.0,Bayside City Council,-37.91708,145.01154,Southern Metropolitan,6938.0,3
Brighton East,4,h,2000000.0,VB,Marshall,2018-03-03,10.3,3,3,602.0,Bayside City Council,-37.916779999999996,145.01675,Southern Metropolitan,6938.0,3
Broadmeadows,3,h,560000.0,S,Barry,2018-03-03,14.0,1,2,566.0,Hume City Council,-37.67841,144.91021,Northern Metropolitan,4294.0,3
Broadmeadows,3,h,770000.0,S,RW,2018-03-03,14.0,2,2,692.0,Hume City Council,-37.691309999999994,144.92473,Northern Metropolitan,4294.0,3
Broadmeadows,2,h,711000.0,S,Stockdale,2018-03-03,14.0,1,2,711.0,Hume City Council,-37.68631,144.92135,Northern Metropolitan,4294.0,3
Broadmeadows,3,h,653000.0,S,YPA,2018-03-03,14.0,1,0,647.0,Hume City Council,-37.692170000000004,144.91767,Northern Metropolitan,4294.0,3
Broadmeadows,3,h,407500.0,S,YPA,2018-03-03,14.0,1,1,237.0,Hume City Council,-37.68957,144.92224,Northern Metropolitan,4294.0,3
Broadmeadows,4,h,560000.0,PI,@Realty,2018-03-03,14.0,1,2,604.0,Hume City Council,-37.68238,144.92685,Northern Metropolitan,4294.0,3
Brunswick,4,h,1500000.0,VB,Nelson,2018-03-03,5.2,2,1,373.0,Moreland City Council,-37.762890000000006,144.95552,Northern Metropolitan,11918.0,3
Brunswick,2,u,790000.0,S,Nelson,2018-03-03,5.2,1,1,477.8968565815324,Moreland City Council,,,Northern Metropolitan,11918.0,3
Brunswick,3,h,1100000.0,S,Nelson,2018-03-03,5.2,1,1,392.0,Moreland City Council,-37.75703,144.96991,Northern Metropolitan,11918.0,3
Brunswick,4,h,1325000.0,S,Jellis,2018-03-03,5.2,1,3,520.0,Moreland City Council,-37.75663,144.95618000000002,Northern Metropolitan,11918.0,3
Brunswick,2,h,1126000.0,S,Nelson,2018-03-03,5.2,1,2,648.7162568807339,Moreland City Council,,,Northern Metropolitan,11918.0,3
Brunswick,2,h,1355000.0,S,Nelson,2018-03-03,5.2,1,2,648.7162568807339,Moreland City Council,,,Northern Metropolitan,11918.0,3
Brunswick,2,h,900000.0,SP,Nelson,2018-03-03,5.2,1,0,182.0,Moreland City Council,-37.761109999999995,144.97035,Northern Metropolitan,11918.0,3
Brunswick,3,h,915000.0,SP,Nelson,2018-03-03,5.2,1,2,185.0,Moreland City Council,-37.76093,144.95896000000002,Northern Metropolitan,11918.0,3
Brunswick,2,u,570000.0,PI,Walshe,2018-03-03,5.2,1,1,477.8968565815324,Moreland City Council,,,Northern Metropolitan,11918.0,3
Brunswick,3,h,1160000.0,PI,Jellis,2018-03-03,5.2,1,1,262.0,Moreland City Council,-37.77321,144.96039,Northern Metropolitan,11918.0,3
Brunswick,4,h,1661000.0,S,Nelson,2018-03-03,5.2,2,1,412.0,Moreland City Council,-37.76043,144.95136000000002,Northern Metropolitan,11918.0,3
Brunswick East,3,u,925000.0,S,Jellis,2018-03-03,4.0,1,1,477.8968565815324,Moreland City Council,,,Northern Metropolitan,5533.0,3
Brunswick East,2,h,530000.0,VB,Nelson,2018-03-03,4.0,1,2,648.7162568807339,Moreland City Council,,,Northern Metropolitan,5533.0,3
Brunswick West,3,h,950000.0,VB,Brad,2018-03-03,5.2,1,4,532.0,Moreland City Council,-37.7575,144.93606,Northern Metropolitan,7082.0,3
Brunswick West,3,h,1326000.0,S,Nelson,2018-03-03,5.2,1,2,374.0,Moreland City Council,-37.76292,144.94486,Northern Metropolitan,7082.0,3
