Suburb,Rooms,Type,Method,SellerG,Distance,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount,month
Wyndham Vale,3,h,S,hockingstuart,27.2,1,1,555.0,Wyndham City Council,Western Metropolitan,5262.0,7
Yallambie,3,t,PI,Buckingham,12.7,1,2,286.9240214888718,Banyule City Council,Northern Metropolitan,1369.0,7
Yarraville,3,h,S,Jas,6.3,1,3,448.0,Maribyrnong City Council,Western Metropolitan,6543.0,7
Yarraville,3,h,PI,hockingstuart,6.3,1,3,648.7162568807339,Maribyrnong City Council,Western Metropolitan,6543.0,7
Yarraville,3,h,PI,Jas,6.3,2,2,514.0,Maribyrnong City Council,Western Metropolitan,6543.0,7
Yarraville,4,h,S,hockingstuart,6.3,2,2,406.0,Maribyrnong City Council,Western Metropolitan,6543.0,7
Abbotsford,1,u,SP,Biggin,3.0,1,1,477.89685658153235,Yarra City Council,Northern Metropolitan,4019.0,10
Abbotsford,2,h,S,Biggin,3.0,1,0,648.7162568807339,Yarra City Council,Northern Metropolitan,4019.0,10
Abbotsford,3,h,S,Biggin,3.0,1,2,648.7162568807339,Yarra City Council,Northern Metropolitan,4019.0,10
Abbotsford,2,h,S,Biggin,3.0,1,0,135.0,Yarra City Council,Northern Metropolitan,4019.0,10
Aberfeldie,4,h,PI,Nelson,7.5,3,2,880.0,Moonee Valley City Council,Western Metropolitan,1543.0,10
Airport West,3,h,VB,Nelson,10.4,2,1,548.0,Moonee Valley City Council,Western Metropolitan,3464.0,10
Airport West,3,h,PI,Barry,10.4,2,2,616.0,Moonee Valley City Council,Western Metropolitan,3464.0,10
Airport West,3,h,S,Nelson,10.4,1,2,540.0,Moonee Valley City Council,Western Metropolitan,3464.0,10
Albert Park,2,h,S,Marshall,3.0,1,0,122.0,Port Phillip City Council,Southern Metropolitan,3280.0,10
Albert Park,4,h,PI,Greg,3.0,3,1,177.0,Port Phillip City Council,Southern Metropolitan,3280.0,10
Albion,2,h,S,Barry,10.5,1,0,648.7162568807339,Brimbank City Council,Western Metropolitan,2185.0,10
Alphington,3,h,VB,Miles,5.7,1,2,595.0,Darebin City Council,Northern Metropolitan,2211.0,10
Altona,4,h,S,Greg,11.0,2,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5301.0,10
Altona Meadows,3,h,SP,Barlow,15.5,2,4,465.0,Hobsons Bay City Council,Western Metropolitan,7630.0,10
Altona North,3,h,S,Barry,9.4,1,2,648.7162568807339,Hobsons Bay City Council,Western Metropolitan,5132.0,10
Ardeer,3,h,S,Barry,12.8,1,3,642.0,Brimbank City Council,Western Metropolitan,1281.0,10
Armadale,2,u,S,Jellis,6.3,1,1,477.89685658153235,Stonnington City Council,Southern Metropolitan,4836.0,10
Armadale,3,h,S,Marshall,6.3,1,2,387.0,Stonnington City Council,Southern Metropolitan,4836.0,10
Armadale,2,u,VB,Marshall,6.3,1,1,477.89685658153235,Stonnington City Council,Southern Metropolitan,4836.0,10
Armadale,1,u,S,hockingstuart,6.3,1,1,477.89685658153235,Stonnington City Council,Southern Metropolitan,4836.0,10
Ascot Vale,2,u,S,Nelson,4.3,1,1,477.89685658153235,Moonee Valley City Council,Western Metropolitan,6567.0,10
Ascot Vale,3,h,S,Rendina,4.3,1,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,6567.0,10
Ascot Vale,3,h,S,Brad,4.3,1,2,619.0,Moonee Valley City Council,Western Metropolitan,6567.0,10
Ascot Vale,4,h,SP,Raine,4.3,2,2,557.0,Moonee Valley City Council,Western Metropolitan,6567.0,10
Ashburton,4,h,S,Marshall,10.2,2,2,572.0,Boroondara City Council,Southern Metropolitan,3052.0,10
Ashburton,4,h,VB,Marshall,10.2,2,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,3052.0,10
Ashburton,2,h,S,Jellis,10.2,1,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,3052.0,10
Ashwood,4,h,SA,Tim,10.2,1,2,828.0,Monash City Council,Southern Metropolitan,2894.0,10
Ashwood,5,h,S,Buxton,10.2,3,2,648.7162568807339,Monash City Council,Southern Metropolitan,2894.0,10
Ashwood,3,u,SP,Jellis,10.2,1,1,460.0,Monash City Council,Southern Metropolitan,2894.0,10
Aspendale Gardens,3,h,S,Buxton,21.5,2,2,648.7162568807339,Kingston City Council,South-Eastern Metropolitan,2243.0,10
Aspendale Gardens,4,h,SP,Barry,21.5,2,2,667.0,Kingston City Council,South-Eastern Metropolitan,2243.0,10
Attwood,5,h,S,Brad,16.5,2,2,648.7162568807339,Hume City Council,Northern Metropolitan,1130.0,10
Avondale Heights,3,h,SP,Moonee,9.5,1,2,545.0,Moonee Valley City Council,Western Metropolitan,4502.0,10
Avondale Heights,3,h,PI,Nelson,9.5,1,1,595.0,Moonee Valley City Council,Western Metropolitan,4502.0,10
Avondale Heights,1,h,S,Moonee,9.5,1,2,242.0,Moonee Valley City Council,Western Metropolitan,4502.0,10
Avondale Heights,3,h,S,Nelson,9.5,1,2,579.0,Moonee Valley City Council,Western Metropolitan,4502.0,10
Balaclava,2,u,S,McGrath,6.4,1,1,477.89685658153235,Port Phillip City Council,Southern Metropolitan,2952.0,10
Balwyn,3,h,S,Ray,7.9,1,2,317.0,Boroondara City Council,Southern Metropolitan,5682.0,10
Balwyn,5,h,VB,Fletchers,7.9,4,3,611.0,Boroondara City Council,Southern Metropolitan,5682.0,10
Balwyn,3,h,PI,Noel,7.9,1,1,1170.0,Boroondara City Council,Southern Metropolitan,5682.0,10
Balwyn,4,h,VB,Jellis,7.9,2,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,5682.0,10
Balwyn North,3,h,S,Marshall,9.7,1,2,710.0,Boroondara City Council,Southern Metropolitan,7809.0,10
Balwyn North,3,h,VB,Jellis,9.7,1,2,622.0,Boroondara City Council,Southern Metropolitan,7809.0,10
Balwyn North,4,h,VB,Fletchers,9.7,2,1,620.0,Boroondara City Council,Southern Metropolitan,7809.0,10
Balwyn North,3,h,S,Jellis,9.7,1,2,713.0,Boroondara City Council,Southern Metropolitan,7809.0,10
Beaumaris,2,u,S,Buxton,17.3,1,1,477.89685658153235,Bayside City Council,Southern Metropolitan,5366.0,10
Beaumaris,4,h,S,Hodges,17.3,2,2,648.7162568807339,Bayside City Council,Southern Metropolitan,5366.0,10
Bellfield,3,h,PI,Collings,8.8,1,3,793.0,Banyule City Council,Eastern Metropolitan,790.0,10
Bentleigh,2,h,S,Jellis,11.4,1,2,648.7162568807339,Glen Eira City Council,Southern Metropolitan,6795.0,10
Bentleigh,4,h,S,Barry,11.4,2,2,648.7162568807339,Glen Eira City Council,Southern Metropolitan,6795.0,10
Bentleigh,3,h,S,Woodards,11.4,1,2,554.0,Glen Eira City Council,Southern Metropolitan,6795.0,10
Bentleigh,3,h,S,Jellis,11.4,1,2,569.0,Glen Eira City Council,Southern Metropolitan,6795.0,10
Bentleigh,4,h,S,Woodards,11.4,2,4,648.7162568807339,Glen Eira City Council,Southern Metropolitan,6795.0,10
Bentleigh,3,h,S,Jellis,11.4,1,2,680.0,Glen Eira City Council,Southern Metropolitan,6795.0,10
Bentleigh,4,t,PI,Buxton,11.4,3,1,286.9240214888718,Glen Eira City Council,Southern Metropolitan,6795.0,10
Bentleigh,4,h,S,Jellis,11.4,3,2,560.0,Glen Eira City Council,Southern Metropolitan,6795.0,10
Bentleigh East,2,u,S,RT,13.8,1,1,477.89685658153235,Glen Eira City Council,Southern Metropolitan,10969.0,10
Bentleigh East,3,h,PI,Ray,13.8,1,2,648.7162568807339,Glen Eira City Council,Southern Metropolitan,10969.0,10
Bentleigh East,3,t,SP,Buxton,13.8,1,2,286.9240214888718,Glen Eira City Council,Southern Metropolitan,10969.0,10
Bentleigh East,3,h,VB,Woodards,13.8,2,3,648.7162568807339,Glen Eira City Council,Southern Metropolitan,10969.0,10
Bentleigh East,3,h,S,Jellis,13.8,2,2,254.0,Glen Eira City Council,Southern Metropolitan,10969.0,10
Bentleigh East,4,t,S,Buxton,13.8,2,2,286.9240214888718,Glen Eira City Council,Southern Metropolitan,10969.0,10
Bentleigh East,2,u,S,Jellis,13.8,1,1,477.89685658153235,Glen Eira City Council,Southern Metropolitan,10969.0,10
Bentleigh East,4,h,S,Buxton,13.8,1,2,612.0,Glen Eira City Council,Southern Metropolitan,10969.0,10
Bentleigh East,3,h,S,Woodards,13.8,1,3,560.0,Glen Eira City Council,Southern Metropolitan,10969.0,10
Bentleigh East,2,u,S,Jellis,13.8,1,1,477.89685658153235,Glen Eira City Council,Southern Metropolitan,10969.0,10
Bentleigh East,3,h,S,Jellis,13.8,2,3,402.0,Glen Eira City Council,Southern Metropolitan,10969.0,10
Berwick,3,h,PI,C21,35.2,2,1,530.0,Casey City Council,Eastern Victoria,17093.0,10
Blackburn,2,h,S,Jellis,13.4,1,1,604.0,Whitehorse City Council,Eastern Metropolitan,5713.0,10
Boronia,3,h,SP,Appleby,25.0,1,2,648.7162568807339,Knox City Council,Eastern Metropolitan,9704.0,10
Boronia,3,h,S,Barry,25.0,1,2,648.7162568807339,Knox City Council,Eastern Metropolitan,9704.0,10
Boronia,4,h,S,iTRAK,25.0,2,4,648.7162568807339,Knox City Council,Eastern Metropolitan,9704.0,10
Box Hill,1,u,S,Jellis,10.9,1,1,477.89685658153235,Whitehorse City Council,Eastern Metropolitan,4605.0,10
Braybrook,3,u,PI,Douglas,8.6,1,1,477.89685658153235,Maribyrnong City Council,Western Metropolitan,3589.0,10
Briar Hill,3,h,SP,Flannagan,16.1,1,1,789.0,Banyule City Council,Eastern Metropolitan,1390.0,10
Brighton,2,h,S,Marshall,10.5,1,2,648.7162568807339,Bayside City Council,Southern Metropolitan,10579.0,10
Brighton,2,u,S,Buxton,10.5,1,1,477.89685658153235,Bayside City Council,Southern Metropolitan,10579.0,10
Brighton,3,t,S,Marshall,10.5,2,2,286.9240214888718,Bayside City Council,Southern Metropolitan,10579.0,10
Brighton,3,h,S,Buxton,10.5,1,2,648.7162568807339,Bayside City Council,Southern Metropolitan,10579.0,10
Brighton East,2,h,SP,Buxton,10.3,1,2,648.7162568807339,Bayside City Council,Southern Metropolitan,6938.0,10
Brighton East,3,t,S,Rodney,10.3,1,2,286.9240214888718,Bayside City Council,Southern Metropolitan,6938.0,10
Brighton East,2,t,SP,Hodges,10.3,1,2,286.9240214888718,Bayside City Council,Southern Metropolitan,6938.0,10
Broadmeadows,4,h,S,Stockdale,14.0,1,7,648.7162568807339,Hume City Council,Northern Metropolitan,4294.0,10
Broadmeadows,2,t,SA,YPA,14.0,1,2,286.9240214888718,Hume City Council,Northern Metropolitan,4294.0,10
Broadmeadows,3,h,SP,YPA,14.0,1,1,648.7162568807339,Hume City Council,Northern Metropolitan,4294.0,10
Broadmeadows,4,h,S,Barry,14.0,2,3,648.7162568807339,Hume City Council,Northern Metropolitan,4294.0,10
Brunswick,2,u,PI,Walshe,5.2,1,1,477.89685658153235,Moreland City Council,Northern Metropolitan,11918.0,10
Brunswick,2,u,SP,Jellis,5.2,1,1,477.89685658153235,Moreland City Council,Northern Metropolitan,11918.0,10
Brunswick,5,h,VB,Nelson,5.2,3,1,320.0,Moreland City Council,Northern Metropolitan,11918.0,10
Brunswick,3,h,PI,Nelson,5.2,1,1,648.7162568807339,Moreland City Council,Northern Metropolitan,11918.0,10
Brunswick East,1,u,VB,Nelson,4.0,1,1,477.89685658153235,Moreland City Council,Northern Metropolitan,5533.0,10
Brunswick East,3,u,SP,Raine,4.0,1,1,477.89685658153235,Moreland City Council,Northern Metropolitan,5533.0,10
Brunswick West,1,u,SP,Pagan,5.2,1,1,477.89685658153235,Moreland City Council,Northern Metropolitan,7082.0,10
Bulleen,5,h,PI,Barry,10.8,3,2,751.0,Manningham City Council,Eastern Metropolitan,4480.0,10
Bulleen,4,t,PI,Barry,10.8,2,2,286.9240214888718,Manningham City Council,Eastern Metropolitan,4480.0,10
Bulleen,4,h,PI,Jellis,10.8,2,2,652.0,Manningham City Council,Eastern Metropolitan,4480.0,10
Bundoora,3,h,S,Barry,12.1,1,2,648.7162568807339,Banyule City Council,Northern Metropolitan,10175.0,10
Bundoora,3,h,S,Barry,12.1,1,2,648.7162568807339,Banyule City Council,Northern Metropolitan,10175.0,10
Bundoora,4,h,S,Barry,12.1,2,2,648.7162568807339,Banyule City Council,Northern Metropolitan,10175.0,10
Burwood,8,h,S,RW,10.4,3,2,648.7162568807339,Monash City Council,Southern Metropolitan,5678.0,10
Burwood,2,u,S,Woodards,10.4,1,1,477.89685658153235,Monash City Council,Southern Metropolitan,5678.0,10
Burwood East,4,h,S,Fletchers,14.7,2,2,648.7162568807339,Whitehorse City Council,Eastern Metropolitan,4048.0,10
Burwood East,4,h,S,Fletchers,14.7,1,2,629.0,Whitehorse City Council,Eastern Metropolitan,4048.0,10
Burwood East,3,h,S,McGrath,14.7,1,2,648.7162568807339,Whitehorse City Council,Eastern Metropolitan,4048.0,10
Cairnlea,6,h,PI,Sweeney,14.8,4,2,648.7162568807339,Brimbank City Council,Western Metropolitan,2674.0,10
Camberwell,2,u,S,Jellis,7.7,1,1,477.89685658153235,Boroondara City Council,Southern Metropolitan,8920.0,10
Camberwell,4,h,VB,Greg,7.7,2,2,608.0,Boroondara City Council,Southern Metropolitan,8920.0,10
Canterbury,4,h,S,Marshall,8.4,2,2,648.7162568807339,Boroondara City Council,Southern Metropolitan,3265.0,10
Carlton,2,h,S,Nelson,1.6,1,2,29.0,Melbourne City Council,Northern Metropolitan,6786.0,10
Carlton,3,h,S,Collins,1.6,1,2,648.7162568807339,Melbourne City Council,Northern Metropolitan,6786.0,10
Carlton North,2,h,PI,Woodards,3.5,1,2,392.0,Melbourne City Council,Northern Metropolitan,3106.0,10
Caroline Springs,3,h,PI,Barry,14.8,1,2,648.7162568807339,Melton City Council,Western Metropolitan,7719.0,10
Caroline Springs,3,h,S,Barry,14.8,2,1,648.7162568807339,Melton City Council,Western Metropolitan,7719.0,10
Caulfield South,3,h,SP,Gary,8.7,2,2,306.0,Glen Eira City Council,Southern Metropolitan,5051.0,10
Chadstone,3,t,S,Buxton,11.7,2,1,137.0,Monash City Council,Southern Metropolitan,3582.0,10
Chelsea,3,h,S,O'Brien,27.0,1,1,1089.0,Kingston City Council,South-Eastern Metropolitan,3906.0,10
Chelsea,2,t,SP,O'Brien,27.0,1,2,286.9240214888718,Kingston City Council,South-Eastern Metropolitan,3906.0,10
Cheltenham,3,h,S,Buxton,17.9,3,1,333.0,Bayside City Council,Southern Metropolitan,9758.0,10
Cheltenham,3,h,S,Hodges,17.9,2,2,648.7162568807339,Bayside City Council,Southern Metropolitan,9758.0,10
Cheltenham,4,h,S,O'Brien,17.9,2,2,648.7162568807339,Bayside City Council,Southern Metropolitan,9758.0,10
Cheltenham,4,h,SP,Buxton,17.9,2,2,648.7162568807339,Bayside City Council,Southern Metropolitan,9758.0,10
Cheltenham,3,h,S,Chisholm,17.9,2,2,529.0,Bayside City Council,Southern Metropolitan,9758.0,10
Clarinda,3,u,S,Buxton,17.5,1,1,477.89685658153235,Kingston City Council,South-Eastern Metropolitan,2727.0,10
Clayton,7,h,S,Ray,16.7,2,2,615.0,Monash City Council,South-Eastern Metropolitan,5837.0,10
Clayton,4,t,PI,Ray,16.7,2,2,286.9240214888718,Monash City Council,South-Eastern Metropolitan,5837.0,10
Clayton South,2,h,SP,Buxton,17.5,1,2,785.0,Kingston City Council,South-Eastern Metropolitan,4734.0,10
Clayton South,2,u,S,Buxton,17.5,1,1,477.89685658153235,Kingston City Council,South-Eastern Metropolitan,4734.0,10
Clifton Hill,3,h,VB,Collins,3.6,1,0,422.0,Yarra City Council,Northern Metropolitan,2954.0,10
Clifton Hill,2,h,VB,Nelson,3.6,1,2,648.7162568807339,Yarra City Council,Northern Metropolitan,2954.0,10
Clifton Hill,3,h,S,Nelson,3.6,2,1,208.0,Yarra City Council,Northern Metropolitan,2954.0,10
Coburg,3,h,S,Nelson,6.7,1,1,444.0,Darebin City Council,Northern Metropolitan,11204.0,10
Coburg,4,h,S,Nelson,6.7,2,1,515.0,Darebin City Council,Northern Metropolitan,11204.0,10
Coburg,3,h,S,Nelson,6.7,1,2,502.0,Darebin City Council,Northern Metropolitan,11204.0,10
Coburg,3,h,S,Brad,6.7,1,1,648.7162568807339,Darebin City Council,Northern Metropolitan,11204.0,10
Coburg North,1,h,S,Ray,6.7,1,1,790.0,Darebin City Council,Northern Metropolitan,3445.0,10
Coburg North,3,h,S,Nelson,6.7,1,2,648.7162568807339,Darebin City Council,Northern Metropolitan,3445.0,10
Collingwood,2,u,S,Jellis,2.0,1,1,477.89685658153235,Yarra City Council,Northern Metropolitan,4553.0,10
Coolaroo,4,h,S,RW,17.4,1,0,628.0,Hume City Council,Northern Metropolitan,1124.0,10
Coolaroo,3,h,S,RW,17.4,1,1,553.0,Hume City Council,Northern Metropolitan,1124.0,10
Craigieburn,3,h,S,Barry,20.6,2,1,648.7162568807339,Hume City Council,Northern Metropolitan,15510.0,10
Craigieburn,3,u,S,Ray,20.6,1,1,477.89685658153235,Hume City Council,Northern Metropolitan,15510.0,10
Craigieburn,3,h,S,Barry,20.6,2,1,294.0,Hume City Council,Northern Metropolitan,15510.0,10
Craigieburn,4,h,S,Ray,20.6,2,2,754.0,Hume City Council,Northern Metropolitan,15510.0,10
Craigieburn,4,h,S,Stockdale,20.6,2,2,648.7162568807339,Hume City Council,Northern Metropolitan,15510.0,10
Craigieburn,3,h,S,Ray,20.6,2,2,448.0,Hume City Council,Northern Metropolitan,15510.0,10
Cremorne,3,h,S,Harrington,2.4,1,2,648.7162568807339,Yarra City Council,Northern Metropolitan,1123.0,10
Cremorne,2,u,SP,Jellis,2.4,1,1,477.89685658153235,Yarra City Council,Northern Metropolitan,1123.0,10
Croydon,5,h,SP,Jellis,23.0,2,2,983.0,Maroondah City Council,Eastern Metropolitan,11925.0,10
Croydon,3,h,S,Barry,23.0,2,2,836.0,Maroondah City Council,Eastern Metropolitan,11925.0,10
Croydon,3,h,S,Ray,23.0,1,1,864.0,Maroondah City Council,Eastern Metropolitan,11925.0,10
Croydon Hills,4,h,SP,Fletchers,23.0,2,2,648.7162568807339,Maroondah City Council,Eastern Metropolitan,1705.0,10
Croydon North,3,h,VB,McGrath,23.0,1,2,648.7162568807339,Maroondah City Council,Eastern Metropolitan,2985.0,10
Croydon North,3,h,S,Jellis,23.0,2,2,864.0,Maroondah City Council,Eastern Metropolitan,2985.0,10
Dallas,3,h,S,YPA,14.0,1,3,582.0,Hume City Council,Northern Metropolitan,2246.0,10
Dallas,3,h,VB,Red,14.0,1,6,648.7162568807339,Hume City Council,Northern Metropolitan,2246.0,10
Dallas,4,h,VB,Stockdale,14.0,2,2,648.7162568807339,Hume City Council,Northern Metropolitan,2246.0,10
Dandenong North,3,h,S,Barry,24.7,1,1,648.7162568807339,Greater Dandenong City Council,South-Eastern Metropolitan,8322.0,10
Deer Park,7,h,S,HAR,14.8,3,2,648.7162568807339,Brimbank City Council,Western Metropolitan,6388.0,10
Dingley Village,3,h,S,Buxton,22.2,2,3,540.0,Kingston City Council,South-Eastern Metropolitan,3940.0,10
Doncaster,4,t,PI,Barry,12.4,2,2,286.9240214888718,Manningham City Council,Eastern Metropolitan,9028.0,10
Doncaster,3,h,S,Fletchers,12.4,3,2,681.0,Manningham City Council,Eastern Metropolitan,9028.0,10
Doncaster,3,h,S,hockingstuart,12.4,1,2,739.0,Manningham City Council,Eastern Metropolitan,9028.0,10
Doncaster East,4,h,PI,Barry,14.3,2,2,864.0,Manningham City Council,Eastern Metropolitan,10999.0,10
Doncaster East,4,t,S,Ray,14.3,2,2,286.9240214888718,Manningham City Council,Eastern Metropolitan,10999.0,10
Donvale,2,h,S,hockingstuart,16.1,2,2,758.0,Manningham City Council,Eastern Metropolitan,4790.0,10
Donvale,4,h,SP,Barry,16.1,2,2,1127.0,Manningham City Council,Eastern Metropolitan,4790.0,10
Eaglemont,3,u,S,Nelson,8.9,1,1,477.89685658153235,Banyule City Council,Eastern Metropolitan,1651.0,10
Eaglemont,4,h,SP,Nelson,8.9,3,2,648.7162568807339,Banyule City Council,Eastern Metropolitan,1651.0,10
East Melbourne,4,h,S,Caine,1.3,3,2,648.7162568807339,Melbourne City Council,Northern Metropolitan,3040.0,10
East Melbourne,2,u,S,Caine,1.3,1,1,477.89685658153235,Melbourne City Council,Northern Metropolitan,3040.0,10
Edithvale,3,h,S,Buxton,27.0,2,1,648.7162568807339,Kingston City Council,South-Eastern Metropolitan,2546.0,10
Edithvale,3,h,S,Buxton,27.0,2,0,648.7162568807339,Kingston City Council,South-Eastern Metropolitan,2546.0,10
Elsternwick,3,h,S,Biggin,7.2,2,2,576.0,Glen Eira City Council,Southern Metropolitan,4898.0,10
Elsternwick,3,h,VB,Biggin,7.2,1,2,923.0,Glen Eira City Council,Southern Metropolitan,4898.0,10
Eltham,3,h,S,Jellis,18.0,2,2,789.0,Banyule City Council,Eastern Metropolitan,6990.0,10
Eltham,4,h,S,Morrison,18.0,2,2,648.7162568807339,Banyule City Council,Eastern Metropolitan,6990.0,10
Eltham North,3,h,S,Morrison,18.0,2,4,1150.0,Banyule City Council,Eastern Metropolitan,2346.0,10
Elwood,2,u,S,Buxton,7.2,1,1,477.89685658153235,Port Phillip City Council,Southern Metropolitan,8989.0,10
Elwood,1,u,S,McGrath,7.2,1,1,477.89685658153235,Port Phillip City Council,Southern Metropolitan,8989.0,10
Elwood,2,u,S,McGrath,7.2,1,1,477.89685658153235,Port Phillip City Council,Southern Metropolitan,8989.0,10
Elwood,3,h,SP,McGrath,7.2,2,2,648.7162568807339,Port Phillip City Council,Southern Metropolitan,8989.0,10
Elwood,1,u,S,Morleys,7.2,1,1,477.89685658153235,Port Phillip City Council,Southern Metropolitan,8989.0,10
Endeavour Hills,4,h,PI,McLennan,28.5,2,2,750.0,Casey City Council,South-Eastern Metropolitan,8443.0,10
Endeavour Hills,4,h,S,Win,28.5,2,2,669.0,Casey City Council,South-Eastern Metropolitan,8443.0,10
Epping,4,h,S,Ray,19.6,2,2,614.0,Whittlesea City Council,Northern Metropolitan,10926.0,10
Epping,3,h,S,Love,19.6,1,1,555.0,Whittlesea City Council,Northern Metropolitan,10926.0,10
Epping,3,h,S,HAR,19.6,1,1,648.7162568807339,Whittlesea City Council,Northern Metropolitan,10926.0,10
Epping,4,h,S,HAR,19.6,2,2,648.7162568807339,Whittlesea City Council,Northern Metropolitan,10926.0,10
Essendon,6,h,VB,Nelson,7.5,3,2,423.0,Moonee Valley City Council,Western Metropolitan,9264.0,10
Essendon,4,h,VB,McDonald,7.5,2,6,936.0,Moonee Valley City Council,Western Metropolitan,9264.0,10
Essendon,2,h,S,Brad,7.5,1,2,648.7162568807339,Moonee Valley City Council,Western Metropolitan,9264.0,10
Essendon,3,t,S,McDonald,7.5,2,2,307.0,Moonee Valley City Council,Western Metropolitan,9264.0,10
Essendon,3,t,VB,McDonald,7.5,2,2,320.0,Moonee Valley City Council,Western Metropolitan,9264.0,10
Essendon,2,u,SP,Brad,7.5,1,1,477.89685658153235,Moonee Valley City Council,Western Metropolitan,9264.0,10
Essendon North,2,h,S,Nelson,8.2,1,2,516.0,Moonee Valley City Council,Western Metropolitan,1308.0,10
Fairfield,3,h,S,Ray,5.7,2,2,604.0,Darebin City Council,Northern Metropolitan,2970.0,10
Fairfield,2,h,PI,Jellis,5.7,1,2,648.7162568807339,Darebin City Council,Northern Metropolitan,2970.0,10
Fawkner,3,h,S,Stockdale,13.1,1,3,570.0,Hume City Council,Northern Metropolitan,5070.0,10
Fawkner,3,h,PI,Brad,13.1,1,2,641.0,Hume City Council,Northern Metropolitan,5070.0,10
Fawkner,3,h,S,Brad,13.1,1,1,671.0,Hume City Council,Northern Metropolitan,5070.0,10
Ferntree Gully,3,h,SP,Barry,24.8,1,2,726.0,Knox City Council,Eastern Metropolitan,10788.0,10
Ferntree Gully,3,h,S,LJ,24.8,1,4,726.0,Knox City Council,Eastern Metropolitan,10788.0,10
Fitzroy,2,t,S,Nelson,2.1,1,2,286.9240214888718,Yarra City Council,Northern Metropolitan,5825.0,10
Fitzroy North,3,h,PI,Nelson,3.6,2,2,110.0,Moreland City Council,Northern Metropolitan,6244.0,10
Fitzroy North,3,h,SP,Nelson,3.6,2,1,268.0,Moreland City Council,Northern Metropolitan,6244.0,10
Fitzroy North,3,h,S,Nelson,3.6,1,1,648.7162568807339,Moreland City Council,Northern Metropolitan,6244.0,10
Flemington,2,h,S,Rendina,3.4,1,2,648.7162568807339,Melbourne City Council,Northern Metropolitan,3593.0,10
Footscray,4,h,VB,hockingstuart,5.1,3,4,648.7162568807339,Maribyrnong City Council,Western Metropolitan,7570.0,10
Footscray,2,h,PI,Sweeney,5.1,1,2,648.7162568807339,Maribyrnong City Council,Western Metropolitan,7570.0,10
Footscray,3,h,S,Jellis,5.1,2,2,162.0,Maribyrnong City Council,Western Metropolitan,7570.0,10
Footscray,4,h,S,Greg,5.1,2,1,593.0,Maribyrnong City Council,Western Metropolitan,7570.0,10
Footscray,2,u,S,S&L,5.1,1,1,477.89685658153235,Maribyrnong City Council,Western Metropolitan,7570.0,10
Footscray,2,h,S,Douglas,5.1,1,2,231.0,Maribyrnong City Council,Western Metropolitan,7570.0,10
Forest Hill,4,h,S,Harcourts,15.4,2,2,851.0,Whitehorse City Council,Eastern Metropolitan,4385.0,10
Forest Hill,3,h,S,Ray,15.4,1,2,648.7162568807339,Whitehorse City Council,Eastern Metropolitan,4385.0,10
Forest Hill,4,h,SP,Buxton,15.4,2,2,586.0,Whitehorse City Council,Eastern Metropolitan,4385.0,10
Frankston,4,h,S,O'Brien,38.0,2,3,781.0,Frankston City Council,South-Eastern Metropolitan,17055.0,10
Frankston,2,u,S,hockingstuart,38.0,1,1,477.89685658153235,Frankston City Council,South-Eastern Metropolitan,17055.0,10
Frankston,3,h,S,O'Brien,38.0,1,2,672.0,Frankston City Council,South-Eastern Metropolitan,17055.0,10
Frankston South,4,h,S,Ash,38.0,2,2,1296.0,Frankston City Council,South-Eastern Metropolitan,7566.0,10
Frankston South,3,h,S,Barry,38.0,2,2,648.7162568807339,Frankston City Council,South-Eastern Metropolitan,7566.0,10
Gisborne,3,h,S,Raine,45.9,2,2,21600.0,Macedon Ranges Shire Council,Northern Victoria,3376.0,10
Gisborne,4,h,S,Raine,45.9,3,2,926.0,Macedon Ranges Shire Council,Northern Victoria,3376.0,10
Gladstone Park,3,h,SP,Barry,12.9,1,1,521.0,Hume City Council,Western Metropolitan,3285.0,10
Gladstone Park,3,h,S,Stockdale,12.9,1,1,571.0,Hume City Council,Western Metropolitan,3285.0,10
Gladstone Park,4,h,S,Barry,12.9,3,2,526.0,Hume City Council,Western Metropolitan,3285.0,10
Gladstone Park,3,h,VB,Brad,12.9,1,1,606.0,Hume City Council,Western Metropolitan,3285.0,10
Glen Huntly,2,u,S,Nelson,10.1,1,1,477.89685658153235,Glen Eira City Council,Southern Metropolitan,2403.0,10
Glen Iris,2,u,PI,hockingstuart,7.3,1,1,477.89685658153235,Boroondara City Council,Southern Metropolitan,10412.0,10
Glen Iris,4,h,S,J,7.3,2,2,718.0,Boroondara City Council,Southern Metropolitan,10412.0,10
Glen Iris,2,u,SP,Fletchers,7.3,1,1,477.89685658153235,Boroondara City Council,Southern Metropolitan,10412.0,10
Glen Iris,3,u,VB,Marshall,7.3,1,1,477.89685658153235,Boroondara City Council,Southern Metropolitan,10412.0,10
Glen Waverley,5,h,S,Ray,16.7,4,2,788.0,Monash City Council,Eastern Metropolitan,15321.0,10
Glen Waverley,4,h,S,Ray,16.7,2,2,648.7162568807339,Monash City Council,Eastern Metropolitan,15321.0,10
