Suburb,Rooms,Type,Price,Method,SellerG,Date,Distance,Postcode,Bathroom,Car,Landsize,CouncilArea,Regionname,Propertycount
Malvern East,4,h,2200000.0,VB,Marshall,24/02/2018,8.4,3145.0,3.0,2.0,656.0,Stonnington City Council,Southern Metropolitan,8801.0
Malvern East,4,h,2425000.0,PI,Marshall,24/02/2018,8.4,3145.0,2.0,2.0,651.0,Stonnington City Council,Southern Metropolitan,8801.0
Malvern East,2,h,1040000.0,S,Jellis,24/02/2018,8.4,3145.0,1.0,2.0,209.0,Stonnington City Council,Southern Metropolitan,8801.0
Malvern East,3,u,690000.0,S,Jellis,24/02/2018,8.4,3145.0,,,,Stonnington City Council,Southern Metropolitan,8801.0
Malvern East,3,h,1250000.0,SP,Noel,24/02/2018,8.4,3145.0,1.0,3.0,555.0,Stonnington City Council,Southern Metropolitan,8801.0
Maribyrnong,3,h,1425000.0,S,Nelson,24/02/2018,4.3,3032.0,1.0,2.0,869.0,Maribyrnong City Council,Western Metropolitan,4918.0
Maribyrnong,2,u,460000.0,VB,Brad,24/02/2018,4.3,3032.0,,,,Maribyrnong City Council,Western Metropolitan,4918.0
Maribyrnong,3,t,637500.0,SP,Raine,24/02/2018,4.3,3032.0,2.0,2.0,78.0,Maribyrnong City Council,Western Metropolitan,4918.0
McKinnon,3,h,1755000.0,PI,Buxton,24/02/2018,11.4,3204.0,1.0,2.0,689.0,Glen Eira City Council,Southern Metropolitan,2397.0
Meadow Heights,3,h,563000.0,S,Barry,24/02/2018,17.4,3048.0,1.0,1.0,662.0,Hume City Council,Northern Metropolitan,4704.0
Meadow Heights,3,u,412000.0,S,HAR,24/02/2018,17.4,3048.0,1.0,6.0,335.0,Hume City Council,Northern Metropolitan,4704.0
Meadow Heights,3,h,415000.0,S,FN,24/02/2018,17.4,3048.0,1.0,1.0,298.0,Hume City Council,Northern Metropolitan,4704.0
Melbourne,2,u,,SN,LITTLE,24/02/2018,0.0,3000.0,,,,Melbourne City Council,Northern Metropolitan,17496.0
Melbourne,2,u,780000.0,S,MICM,24/02/2018,0.0,3000.0,,,,Melbourne City Council,Northern Metropolitan,17496.0
Melton,3,h,491000.0,S,hockingstuart,24/02/2018,31.7,3337.0,1.0,,918.0,Melton City Council,Western Victoria,3600.0
Melton,4,h,500000.0,SP,PRDNationwide,24/02/2018,31.7,3337.0,2.0,4.0,600.0,Melton City Council,Western Victoria,3600.0
Melton South,1,h,,VB,FN,24/02/2018,29.8,3338.0,1.0,0.0,338.0,Melton City Council,Western Victoria,4718.0
Melton South,3,h,330000.0,PI,YPA,24/02/2018,29.8,3338.0,2.0,1.0,603.0,Melton City Council,Western Victoria,4718.0
Melton South,3,h,1152000.0,S,Barry,24/02/2018,29.8,3338.0,1.0,4.0,2148.0,Melton City Council,Western Victoria,4718.0
Melton West,3,h,371000.0,S,Reliance,24/02/2018,31.7,3337.0,1.0,2.0,665.0,Melton City Council,Northern Victoria,6065.0
Mentone,3,h,770000.0,PI,Buxton,24/02/2018,20.0,3194.0,1.0,1.0,454.0,Kingston City Council,South-Eastern Metropolitan,6162.0
Mentone,2,u,667000.0,S,Hodges,24/02/2018,20.0,3194.0,,,,Kingston City Council,South-Eastern Metropolitan,6162.0
Mentone,3,t,2006000.0,S,Buxton,24/02/2018,20.0,3194.0,2.0,2.0,318.0,Kingston City Council,South-Eastern Metropolitan,6162.0
Mentone,4,h,1155000.0,PI,Buxton,24/02/2018,20.0,3194.0,2.0,2.0,565.0,Kingston City Council,South-Eastern Metropolitan,6162.0
Mentone,2,u,603000.0,PI,Hodges,24/02/2018,20.0,3194.0,,,,Kingston City Council,South-Eastern Metropolitan,6162.0
Mentone,3,t,813000.0,S,Thomson,24/02/2018,20.0,3194.0,,,,Kingston City Council,South-Eastern Metropolitan,6162.0
Menzies Creek,4,h,,SS,Kaye,24/02/2018,32.6,3159.0,1.0,,4038.0,Cardinia Shire Council,Eastern Victoria,342.0
Mernda,4,h,535000.0,S,HAR,24/02/2018,25.9,3754.0,2.0,2.0,294.0,Whittlesea City Council,Northern Metropolitan,5812.0
Mernda,3,h,585000.0,SP,RW,24/02/2018,25.9,3754.0,1.0,4.0,604.0,Whittlesea City Council,Northern Metropolitan,5812.0
Mernda,4,h,642500.0,S,RW,24/02/2018,25.9,3754.0,2.0,2.0,460.0,Whittlesea City Council,Northern Metropolitan,5812.0
Mernda,5,h,745000.0,S,HAR,24/02/2018,25.9,3754.0,2.0,2.0,564.0,Whittlesea City Council,Northern Metropolitan,5812.0
Mernda,3,h,570000.0,S,Buckingham,24/02/2018,25.9,3754.0,2.0,2.0,375.0,Whittlesea City Council,Northern Metropolitan,5812.0
Mernda,3,h,600000.0,S,Millership,24/02/2018,25.9,3754.0,2.0,2.0,362.0,Whittlesea City Council,Northern Metropolitan,5812.0
Mernda,3,h,615000.0,S,Ray,24/02/2018,25.9,3754.0,2.0,2.0,525.0,Whittlesea City Council,Northern Metropolitan,5812.0
Mernda,3,h,551000.0,S,Barry,24/02/2018,25.9,3754.0,2.0,2.0,406.0,Whittlesea City Council,Northern Metropolitan,5812.0
Middle Park,6,h,5575000.0,S,Marshall,24/02/2018,3.0,3206.0,4.0,4.0,420.0,Port Phillip City Council,Southern Metropolitan,2019.0
Middle Park,3,h,1711000.0,S,hockingstuart,24/02/2018,3.0,3206.0,2.0,,107.0,Port Phillip City Council,Southern Metropolitan,2019.0
Middle Park,3,h,3750000.0,SA,Greg,24/02/2018,3.0,3206.0,1.0,0.0,284.0,Port Phillip City Council,Southern Metropolitan,2019.0
Middle Park,3,h,1720000.0,S,Greg,24/02/2018,3.0,3206.0,2.0,1.0,108.0,Port Phillip City Council,Southern Metropolitan,2019.0
Middle Park,3,h,3250000.0,S,Greg,24/02/2018,3.0,3206.0,2.0,1.0,286.0,Port Phillip City Council,Southern Metropolitan,2019.0
Middle Park,3,h,1712000.0,S,Greg,24/02/2018,3.0,3206.0,2.0,,125.0,Port Phillip City Council,Southern Metropolitan,2019.0
Mill Park,3,h,530000.0,SP,RW,24/02/2018,17.9,3082.0,1.0,1.0,260.0,Whittlesea City Council,Northern Metropolitan,10529.0
Mill Park,3,h,612500.0,S,Stockdale,24/02/2018,17.9,3082.0,2.0,2.0,549.0,Whittlesea City Council,Northern Metropolitan,10529.0
Mill Park,5,h,815000.0,S,HAR,24/02/2018,17.9,3082.0,3.0,2.0,600.0,Whittlesea City Council,Northern Metropolitan,10529.0
Mill Park,4,h,722000.0,S,Ray,24/02/2018,17.9,3082.0,2.0,4.0,611.0,Whittlesea City Council,Northern Metropolitan,10529.0
Mill Park,4,h,,PI,The,24/02/2018,17.9,3082.0,2.0,2.0,620.0,Whittlesea City Council,Northern Metropolitan,10529.0
Mill Park,3,h,585000.0,SP,Ray,24/02/2018,17.9,3082.0,1.0,2.0,534.0,Whittlesea City Council,Northern Metropolitan,10529.0
Mill Park,3,h,728000.0,S,Barry,24/02/2018,17.9,3082.0,2.0,1.0,665.0,Whittlesea City Council,Northern Metropolitan,10529.0
Mill Park,4,h,708000.0,S,Ray,24/02/2018,17.9,3082.0,2.0,3.0,835.0,Whittlesea City Council,Northern Metropolitan,10529.0
Mill Park,3,h,750000.0,S,Barry,24/02/2018,17.9,3082.0,2.0,1.0,530.0,Whittlesea City Council,Northern Metropolitan,10529.0
Mill Park,3,h,715000.0,S,HAR,24/02/2018,17.9,3082.0,2.0,2.0,596.0,Whittlesea City Council,Northern Metropolitan,10529.0
Mitcham,3,h,1600000.0,VB,Noel,24/02/2018,17.2,3132.0,2.0,2.0,438.0,Whitehorse City Council,Eastern Metropolitan,6871.0
Mitcham,4,h,945000.0,PI,Ray,24/02/2018,17.2,3132.0,2.0,2.0,641.0,Whitehorse City Council,Eastern Metropolitan,6871.0
Mitcham,3,h,1070000.0,VB,Noel,24/02/2018,17.2,3132.0,2.0,1.0,654.0,Whitehorse City Council,Eastern Metropolitan,6871.0
Mitcham,4,h,,VB,Noel,24/02/2018,17.2,3132.0,2.0,6.0,706.0,Whitehorse City Council,Eastern Metropolitan,6871.0
Mitcham,4,h,,S,Noel,24/02/2018,17.2,3132.0,3.0,3.0,959.0,Whitehorse City Council,Eastern Metropolitan,6871.0
Mitcham,3,h,,SP,Noel,24/02/2018,17.2,3132.0,2.0,2.0,669.0,Whitehorse City Council,Eastern Metropolitan,6871.0
Mont Albert,3,h,1600000.0,PI,Woodards,24/02/2018,10.2,3127.0,1.0,2.0,832.0,Boroondara City Council,Eastern Metropolitan,2079.0
Montmorency,4,h,885000.0,S,Buckingham,24/02/2018,16.2,3094.0,2.0,,1098.0,Banyule City Council,Eastern Metropolitan,3891.0
Montmorency,5,h,1180000.0,S,Jellis,24/02/2018,16.2,3094.0,3.0,2.0,1126.0,Banyule City Council,Eastern Metropolitan,3891.0
Montmorency,2,u,505000.0,S,Buckingham,24/02/2018,16.2,3094.0,,,,Banyule City Council,Eastern Metropolitan,3891.0
Montmorency,3,h,931500.0,S,Jellis,24/02/2018,16.2,3094.0,1.0,1.0,883.0,Banyule City Council,Eastern Metropolitan,3891.0
Moonee Ponds,2,h,750000.0,VB,Nelson,24/02/2018,6.2,3039.0,1.0,,149.0,Moonee Valley City Council,Western Metropolitan,6232.0
Moonee Ponds,3,h,1300000.0,VB,Nelson,24/02/2018,6.2,3039.0,1.0,1.0,429.0,Moonee Valley City Council,Western Metropolitan,6232.0
Moonee Ponds,3,h,,SN,Barry,24/02/2018,6.2,3039.0,1.0,2.0,554.0,Moonee Valley City Council,Western Metropolitan,6232.0
Moonee Ponds,4,h,,PI,Brad,24/02/2018,6.2,3039.0,2.0,2.0,482.0,Moonee Valley City Council,Western Metropolitan,6232.0
Moonee Ponds,2,h,795000.0,S,Nelson,24/02/2018,6.2,3039.0,2.0,1.0,78.0,Moonee Valley City Council,Western Metropolitan,6232.0
Moonee Ponds,1,u,352000.0,SP,McGrath,24/02/2018,6.2,3039.0,,,,Moonee Valley City Council,Western Metropolitan,6232.0
Moonee Ponds,2,u,745000.0,S,Frank,24/02/2018,6.2,3039.0,,,,Moonee Valley City Council,Western Metropolitan,6232.0
Moonee Ponds,2,h,850000.0,VB,Brad,24/02/2018,6.2,3039.0,1.0,1.0,512.0,Moonee Valley City Council,Western Metropolitan,6232.0
Moonee Ponds,5,h,2760000.0,S,Nelson,24/02/2018,6.2,3039.0,3.0,3.0,718.0,Moonee Valley City Council,Western Metropolitan,6232.0
Moonee Ponds,2,u,495000.0,S,Nelson,24/02/2018,6.2,3039.0,,,,Moonee Valley City Council,Western Metropolitan,6232.0
Moonee Ponds,2,t,895000.0,SP,Brad,24/02/2018,6.2,3039.0,,,,Moonee Valley City Council,Western Metropolitan,6232.0
Moonee Ponds,2,h,1440000.0,S,Nelson,24/02/2018,6.2,3039.0,1.0,2.0,571.0,Moonee Valley City Council,Western Metropolitan,6232.0
Moorabbin,4,h,1337000.0,S,Woodards,24/02/2018,14.3,3189.0,2.0,2.0,805.0,Kingston City Council,Southern Metropolitan,2555.0
Moorabbin,4,t,1250000.0,VB,Buxton,24/02/2018,14.3,3189.0,3.0,2.0,339.0,Kingston City Council,Southern Metropolitan,2555.0
Moorabbin,4,t,,PI,Barry,24/02/2018,14.3,3189.0,3.0,2.0,234.0,Kingston City Council,Southern Metropolitan,2555.0
Moorabbin,4,h,1210000.0,PI,Buxton,24/02/2018,14.3,3189.0,2.0,1.0,593.0,Kingston City Council,Southern Metropolitan,2555.0
Moorabbin,3,h,1080000.0,S,Ray,24/02/2018,14.3,3189.0,1.0,4.0,791.0,Kingston City Council,Southern Metropolitan,2555.0
Moorabbin,3,h,1250000.0,SA,Buxton,24/02/2018,14.3,3189.0,2.0,1.0,613.0,Kingston City Council,Southern Metropolitan,2555.0
Mooroolbark,3,h,630000.0,S,Barry,24/02/2018,26.5,3138.0,1.0,2.0,872.0,Yarra Ranges Shire Council,Eastern Victoria,8280.0
Mooroolbark,3,h,,SN,McGrath,24/02/2018,26.5,3138.0,2.0,3.0,1109.0,Yarra Ranges Shire Council,Eastern Victoria,8280.0
Mooroolbark,4,h,,PN,Methven,24/02/2018,26.5,3138.0,1.0,1.0,867.0,Yarra Ranges Shire Council,Eastern Victoria,8280.0
Mooroolbark,4,h,922000.0,S,LJ,24/02/2018,26.5,3138.0,2.0,4.0,1250.0,Yarra Ranges Shire Council,Eastern Victoria,8280.0
Mooroolbark,3,h,665000.0,S,Fletchers,24/02/2018,26.5,3138.0,1.0,2.0,513.0,Yarra Ranges Shire Council,Eastern Victoria,8280.0
Mordialloc,3,h,916000.0,S,Hodges,24/02/2018,21.5,3195.0,,,,Kingston City Council,South-Eastern Metropolitan,3650.0
Mount Waverley,5,h,,PI,Buxton,24/02/2018,14.2,3149.0,2.0,2.0,977.0,Monash City Council,Eastern Metropolitan,13366.0
Mount Waverley,5,h,1760000.0,PI,Jellis,24/02/2018,14.2,3149.0,2.0,2.0,805.0,Monash City Council,Eastern Metropolitan,13366.0
Mount Waverley,4,h,,PI,Harcourts,24/02/2018,14.2,3149.0,2.0,2.0,658.0,Monash City Council,Eastern Metropolitan,13366.0
Mount Waverley,3,h,1300000.0,S,Buxton,24/02/2018,14.2,3149.0,,,,Monash City Council,Eastern Metropolitan,13366.0
Mount Waverley,5,h,1430000.0,S,Jellis,24/02/2018,14.2,3149.0,2.0,4.0,725.0,Monash City Council,Eastern Metropolitan,13366.0
Mount Waverley,4,h,,S,Marshall,24/02/2018,14.2,3149.0,2.0,4.0,767.0,Monash City Council,Eastern Metropolitan,13366.0
Mount Waverley,4,h,1870000.0,S,Jellis,24/02/2018,14.2,3149.0,2.0,2.0,702.0,Monash City Council,Eastern Metropolitan,13366.0
Mount Waverley,4,h,1450000.0,S,Barry,24/02/2018,14.2,3149.0,2.0,2.0,730.0,Monash City Council,Eastern Metropolitan,13366.0
Mulgrave,3,h,760000.0,S,Ray,24/02/2018,18.8,3170.0,2.0,1.0,321.0,Monash City Council,South-Eastern Metropolitan,7113.0
Mulgrave,4,h,,VB,Buxton,24/02/2018,18.8,3170.0,2.0,2.0,649.0,Monash City Council,South-Eastern Metropolitan,7113.0
Mulgrave,3,h,,PI,Fletchers,24/02/2018,18.8,3170.0,2.0,2.0,652.0,Monash City Council,South-Eastern Metropolitan,7113.0
Mulgrave,4,h,1019500.0,S,Buxton,24/02/2018,18.8,3170.0,2.0,2.0,692.0,Monash City Council,South-Eastern Metropolitan,7113.0
Mulgrave,5,h,1130000.0,PI,Win,24/02/2018,18.8,3170.0,2.0,3.0,652.0,Monash City Council,South-Eastern Metropolitan,7113.0
Murrumbeena,3,h,1350000.0,S,Woodards,24/02/2018,10.1,3163.0,1.0,2.0,582.0,Glen Eira City Council,Southern Metropolitan,4442.0
Murrumbeena,3,t,1325000.0,S,Buxton,24/02/2018,10.1,3163.0,2.0,1.0,287.0,Glen Eira City Council,Southern Metropolitan,4442.0
Murrumbeena,3,t,1227500.0,S,Thomson,24/02/2018,10.1,3163.0,,,,Glen Eira City Council,Southern Metropolitan,4442.0
Murrumbeena,3,h,,SN,Ray,24/02/2018,10.1,3163.0,2.0,3.0,741.0,Glen Eira City Council,Southern Metropolitan,4442.0
Newport,4,h,1085000.0,S,McGrath,24/02/2018,6.2,3015.0,2.0,1.0,336.0,Hobsons Bay City Council,Western Metropolitan,5498.0
Newport,3,h,975000.0,VB,Williams,24/02/2018,6.2,3015.0,3.0,2.0,226.0,Hobsons Bay City Council,Western Metropolitan,5498.0
Newport,4,t,1180000.0,SP,Sweeney,24/02/2018,6.2,3015.0,,,259.0,Hobsons Bay City Council,Western Metropolitan,5498.0
Newport,2,h,895000.0,S,Raine,24/02/2018,6.2,3015.0,2.0,2.0,152.0,Hobsons Bay City Council,Western Metropolitan,5498.0
Newport,3,h,860000.0,S,Purplebricks,24/02/2018,6.2,3015.0,1.0,1.0,418.0,Hobsons Bay City Council,Western Metropolitan,5498.0
Newport,3,t,1000000.0,PI,Williams,24/02/2018,6.2,3015.0,,,,Hobsons Bay City Council,Western Metropolitan,5498.0
Newport,4,h,1150000.0,S,Williams,24/02/2018,6.2,3015.0,2.0,1.0,418.0,Hobsons Bay City Council,Western Metropolitan,5498.0
Newport,3,h,1237500.0,S,Greg,24/02/2018,6.2,3015.0,1.0,3.0,505.0,Hobsons Bay City Council,Western Metropolitan,5498.0
Niddrie,3,h,920000.0,PI,Barry,24/02/2018,10.4,3042.0,1.0,5.0,534.0,Moonee Valley City Council,Western Metropolitan,2291.0
Niddrie,3,h,1135000.0,S,Nelson,24/02/2018,10.4,3042.0,1.0,1.0,621.0,Moonee Valley City Council,Western Metropolitan,2291.0
Noble Park,3,u,475000.0,S,C21,24/02/2018,22.7,3174.0,,,,Greater Dandenong City Council,South-Eastern Metropolitan,11806.0
Noble Park,3,h,742500.0,S,Le,24/02/2018,22.7,3174.0,2.0,2.0,695.0,Greater Dandenong City Council,South-Eastern Metropolitan,11806.0
North Melbourne,1,u,,VB,Jellis,24/02/2018,1.8,3051.0,,,,Melbourne City Council,Northern Metropolitan,6821.0
North Melbourne,2,h,,PI,Alexkarbon,24/02/2018,1.8,3051.0,1.0,,127.0,Melbourne City Council,Northern Metropolitan,6821.0
North Melbourne,2,t,,VB,Jellis,24/02/2018,1.8,3051.0,2.0,1.0,54.0,Melbourne City Council,Northern Metropolitan,6821.0
North Melbourne,2,u,1100000.0,SP,Alexkarbon,24/02/2018,1.8,3051.0,,,,Melbourne City Council,Northern Metropolitan,6821.0
Northcote,3,h,1300000.0,PI,McGrath,24/02/2018,5.3,3070.0,,,,Darebin City Council,Northern Metropolitan,11364.0
Northcote,2,h,1050000.0,PI,McGrath,24/02/2018,5.3,3070.0,1.0,1.0,199.0,Darebin City Council,Northern Metropolitan,11364.0
Northcote,2,h,1266000.0,SP,Jellis,24/02/2018,5.3,3070.0,1.0,,192.0,Darebin City Council,Northern Metropolitan,11364.0
Northcote,4,h,1930000.0,SP,Jellis,24/02/2018,5.3,3070.0,2.0,,296.0,Darebin City Council,Northern Metropolitan,11364.0
Northcote,3,h,,S,Jellis,24/02/2018,5.3,3070.0,2.0,2.0,426.0,Darebin City Council,Northern Metropolitan,11364.0
Northcote,2,h,1380000.0,S,Nelson,24/02/2018,5.3,3070.0,1.0,2.0,377.0,Darebin City Council,Northern Metropolitan,11364.0
Northcote,2,t,715000.0,SP,Jellis,24/02/2018,5.3,3070.0,,,,Darebin City Council,Northern Metropolitan,11364.0
Northcote,4,h,1950000.0,VB,Nelson,24/02/2018,5.3,3070.0,1.0,2.0,581.0,Darebin City Council,Northern Metropolitan,11364.0
Northcote,4,h,1822000.0,S,Nelson,24/02/2018,5.3,3070.0,1.0,3.0,479.0,Darebin City Council,Northern Metropolitan,11364.0
Northcote,4,h,2190000.0,S,McGrath,24/02/2018,5.3,3070.0,2.0,2.0,516.0,Darebin City Council,Northern Metropolitan,11364.0
Northcote,2,u,623000.0,S,Nelson,24/02/2018,5.3,3070.0,,,,Darebin City Council,Northern Metropolitan,11364.0
Northcote,2,h,,S,Nelson,24/02/2018,5.3,3070.0,1.0,2.0,275.0,Darebin City Council,Northern Metropolitan,11364.0
Nunawading,1,u,414000.0,S,Ray,24/02/2018,15.4,3131.0,,,,Manningham City Council,Eastern Metropolitan,4973.0
Nunawading,3,t,900000.0,SA,Philip,24/02/2018,15.4,3131.0,1.0,1.0,226.0,Manningham City Council,Eastern Metropolitan,4973.0
Oak Park,3,h,790000.0,VB,Brad,24/02/2018,11.2,3046.0,2.0,2.0,540.0,Moreland City Council,Northern Metropolitan,2651.0
Oak Park,1,u,363000.0,S,Nelson,24/02/2018,11.2,3046.0,,,,Moreland City Council,Northern Metropolitan,2651.0
Oakleigh,4,h,1580000.0,S,Buxton,24/02/2018,12.3,3166.0,2.0,2.0,508.0,Monash City Council,Southern Metropolitan,3224.0
Oakleigh,3,t,,VB,Buxton,24/02/2018,12.3,3166.0,,,,Monash City Council,Southern Metropolitan,3224.0
Oakleigh,4,t,1025000.0,PI,Barry,24/02/2018,12.3,3166.0,,,,Monash City Council,Southern Metropolitan,3224.0
Oakleigh,3,u,867000.0,S,Buxton,24/02/2018,12.3,3166.0,,,,Monash City Council,Southern Metropolitan,3224.0
Oakleigh East,3,h,1180000.0,S,Buxton,24/02/2018,12.3,3166.0,1.0,2.0,711.0,Monash City Council,Southern Metropolitan,2547.0
Oakleigh East,3,t,800000.0,SP,First,24/02/2018,12.3,3166.0,,,,Monash City Council,Southern Metropolitan,2547.0
Oakleigh East,3,t,,S,Ray,24/02/2018,12.3,3166.0,,,,Monash City Council,Southern Metropolitan,2547.0
Oakleigh South,3,t,,S,Buxton,24/02/2018,15.5,3167.0,2.0,2.0,175.0,Kingston City Council,South-Eastern Metropolitan,3692.0
Ormond,3,h,1620000.0,S,Buxton,24/02/2018,11.4,3204.0,2.0,2.0,635.0,Glen Eira City Council,Southern Metropolitan,3578.0
Parkdale,2,u,501000.0,S,Whiting,24/02/2018,21.5,3195.0,,,,Kingston City Council,South-Eastern Metropolitan,5087.0
Parkdale,3,u,705000.0,SP,Buxton,24/02/2018,21.5,3195.0,,,,Kingston City Council,South-Eastern Metropolitan,5087.0
Pascoe Vale,2,t,598000.0,S,Brad,24/02/2018,8.5,3044.0,,,,Moreland City Council,Northern Metropolitan,7485.0
Pascoe Vale,4,t,750000.0,SP,Ray,24/02/2018,8.5,3044.0,,,,Moreland City Council,Northern Metropolitan,7485.0
Pascoe Vale,5,h,,PN,Peter,24/02/2018,8.5,3044.0,1.0,2.0,994.0,Moreland City Council,Northern Metropolitan,7485.0
Pascoe Vale,3,h,1006000.0,S,Raine,24/02/2018,8.5,3044.0,1.0,3.0,661.0,Moreland City Council,Northern Metropolitan,7485.0
Pascoe Vale,4,h,1300000.0,VB,Brad,24/02/2018,8.5,3044.0,2.0,2.0,424.0,Moreland City Council,Northern Metropolitan,7485.0
Pascoe Vale,2,t,560000.0,S,Barry,24/02/2018,8.5,3044.0,,,,Moreland City Council,Northern Metropolitan,7485.0
Pascoe Vale,3,h,1040000.0,S,Nelson,24/02/2018,8.5,3044.0,1.0,2.0,641.0,Moreland City Council,Northern Metropolitan,7485.0
Pascoe Vale,4,h,860000.0,S,Nelson,24/02/2018,8.5,3044.0,1.0,1.0,403.0,Moreland City Council,Northern Metropolitan,7485.0
Pascoe Vale,2,h,,S,Nelson,24/02/2018,8.5,3044.0,1.0,4.0,474.0,Moreland City Council,Northern Metropolitan,7485.0
Plumpton,3,h,700000.0,SP,YPA,24/02/2018,23.8,3335.0,,,,Melton City Council,Western Metropolitan,1490.0
Point Cook,4,h,740000.0,S,hockingstuart,24/02/2018,14.7,3030.0,2.0,2.0,518.0,Wyndham City Council,Western Metropolitan,15542.0
Point Cook,5,h,717760.0,S,MICM,24/02/2018,14.7,3030.0,2.0,2.0,476.0,Wyndham City Council,Western Metropolitan,15542.0
Point Cook,4,h,811000.0,S,LJ,24/02/2018,14.7,3030.0,2.0,3.0,864.0,Wyndham City Council,Western Metropolitan,15542.0
Point Cook,3,h,620000.0,PI,Sanctuary,24/02/2018,14.7,3030.0,2.0,2.0,485.0,Wyndham City Council,Western Metropolitan,15542.0
Port Melbourne,4,h,2300000.0,PI,Biggin,24/02/2018,3.5,3207.0,2.0,2.0,376.0,Melbourne City Council,Southern Metropolitan,8648.0
Port Melbourne,3,u,2100000.0,VB,Cayzer,24/02/2018,3.5,3207.0,,,,Melbourne City Council,Southern Metropolitan,8648.0
Port Melbourne,2,u,,S,Hodges,24/02/2018,3.5,3207.0,,,,Melbourne City Council,Southern Metropolitan,8648.0
Port Melbourne,2,u,,PN,Biggin,24/02/2018,3.5,3207.0,,,,Melbourne City Council,Southern Metropolitan,8648.0
Port Melbourne,3,u,2610000.0,S,RT,24/02/2018,3.5,3207.0,,,,Melbourne City Council,Southern Metropolitan,8648.0
Port Melbourne,3,h,,S,Marshall,24/02/2018,3.5,3207.0,2.0,1.0,166.0,Melbourne City Council,Southern Metropolitan,8648.0
Port Melbourne,2,u,852000.0,S,Hodges,24/02/2018,3.5,3207.0,,,,Melbourne City Council,Southern Metropolitan,8648.0
Port Melbourne,2,h,,S,Marshall,24/02/2018,3.5,3207.0,2.0,2.0,121.0,Melbourne City Council,Southern Metropolitan,8648.0
Port Melbourne,2,h,1150000.0,VB,Greg,24/02/2018,3.5,3207.0,1.0,1.0,148.0,Melbourne City Council,Southern Metropolitan,8648.0
Port Melbourne,3,h,1735000.0,SP,Biggin,24/02/2018,3.5,3207.0,2.0,2.0,208.0,Melbourne City Council,Southern Metropolitan,8648.0
Prahran,2,h,,S,hockingstuart,24/02/2018,4.6,3181.0,1.0,,105.0,Stonnington City Council,Southern Metropolitan,7717.0
Prahran,3,h,,SP,hockingstuart,24/02/2018,4.6,3181.0,,,,Stonnington City Council,Southern Metropolitan,7717.0
Prahran,1,u,370000.0,PI,Nelson,24/02/2018,4.6,3181.0,,,,Stonnington City Council,Southern Metropolitan,7717.0
Prahran,3,h,2500000.0,VB,Marshall,24/02/2018,4.6,3181.0,2.0,2.0,330.0,Stonnington City Council,Southern Metropolitan,7717.0
Prahran,3,h,1460000.0,PI,Rodney,24/02/2018,4.6,3181.0,,,,Stonnington City Council,Southern Metropolitan,7717.0
Preston,3,t,840000.0,S,Jellis,24/02/2018,8.4,3072.0,3.0,2.0,105.0,Darebin City Council,Northern Metropolitan,14577.0
Preston,3,h,,SP,RW,24/02/2018,8.4,3072.0,1.0,2.0,586.0,Darebin City Council,Northern Metropolitan,14577.0
Preston,5,h,1570000.0,SP,McGrath,24/02/2018,8.4,3072.0,3.0,2.0,564.0,Darebin City Council,Northern Metropolitan,14577.0
Preston,4,h,1495000.0,PI,Woodards,24/02/2018,8.4,3072.0,1.0,3.0,653.0,Darebin City Council,Northern Metropolitan,14577.0
Preston,3,h,950000.0,PI,Rendina,24/02/2018,8.4,3072.0,1.0,2.0,557.0,Darebin City Council,Northern Metropolitan,14577.0
Preston,4,h,1530000.0,PI,Barry,24/02/2018,8.4,3072.0,2.0,4.0,695.0,Darebin City Council,Northern Metropolitan,14577.0
Preston,2,t,630000.0,SP,Holland,24/02/2018,8.4,3072.0,,,,Darebin City Council,Northern Metropolitan,14577.0
Preston,2,u,515000.0,S,Barry,24/02/2018,8.4,3072.0,,,,Darebin City Council,Northern Metropolitan,14577.0
Preston,3,h,,SP,RW,24/02/2018,8.4,3072.0,1.0,2.0,582.0,Darebin City Council,Northern Metropolitan,14577.0
Preston,2,u,500000.0,PI,Nelson,24/02/2018,8.4,3072.0,,,,Darebin City Council,Northern Metropolitan,14577.0
Preston,3,h,880000.0,PI,Woodards,24/02/2018,8.4,3072.0,1.0,2.0,397.0,Darebin City Council,Northern Metropolitan,14577.0
Preston,4,h,1300000.0,PI,hockingstuart,24/02/2018,8.4,3072.0,3.0,1.0,395.0,Darebin City Council,Northern Metropolitan,14577.0
Research,4,h,930000.0,S,Jellis,24/02/2018,18.0,3095.0,2.0,2.0,731.0,Nillumbik Shire Council,Eastern Metropolitan,938.0
Reservoir,2,u,420000.0,PI,Harcourts,24/02/2018,12.0,3073.0,,,,Darebin City Council,Northern Metropolitan,21650.0
Reservoir,3,h,,VB,Nelson,24/02/2018,12.0,3073.0,1.0,2.0,652.0,Darebin City Council,Northern Metropolitan,21650.0
Reservoir,4,h,950000.0,S,Ray,24/02/2018,12.0,3073.0,2.0,2.0,857.0,Darebin City Council,Northern Metropolitan,21650.0
Reservoir,4,h,785000.0,PI,Nelson,24/02/2018,12.0,3073.0,2.0,3.0,700.0,Darebin City Council,Northern Metropolitan,21650.0
Reservoir,2,u,455000.0,S,Nelson,24/02/2018,12.0,3073.0,,,,Darebin City Council,Northern Metropolitan,21650.0
